epoch,mean_reward,policy_loss,value_loss,lam
1,18.0,-8.251623153686523,86.55046081542969,0.99
2,11.0,-5.35829496383667,36.36940002441406,0.99
3,18.0,-8.157726287841797,84.90502166748047,0.99
4,11.0,-4.98562479019165,33.406307220458984,0.99
5,11.0,-4.8805155754089355,31.675081253051758,0.99
6,46.0,-17.143234252929688,368.4268798828125,0.99
7,11.0,-4.396432876586914,28.587806701660156,0.99
8,27.0,-10.94050407409668,156.13162231445312,0.99
9,11.0,-4.071506977081299,25.2977352142334,0.99
10,15.0,-6.089956760406494,51.3375129699707,0.99
11,11.0,-4.153043746948242,26.1147518157959,0.99
12,47.0,-16.479673385620117,354.49835205078125,0.99
13,18.0,-6.6133527755737305,64.08456420898438,0.99
14,41.0,-14.25334358215332,268.8349304199219,0.99
15,24.0,-7.99519157409668,98.0166015625,0.99
16,16.0,-4.885423183441162,41.874629974365234,0.99
17,26.0,-8.188689231872559,108.05146026611328,0.99
18,20.0,-5.892590045928955,58.6523323059082,0.99
19,21.0,-5.968194007873535,62.015602111816406,0.99
20,35.0,-10.617375373840332,176.01669311523438,0.99
21,44.0,-13.151580810546875,247.9955596923828,0.99
22,68.0,-17.40559959411621,462.46856689453125,0.99
23,15.0,-1.4301872253417969,17.295597076416016,0.99
24,21.0,-3.0863356590270996,49.004459381103516,0.99
25,32.0,-7.556501865386963,106.53023529052734,0.99
26,24.0,-4.033409595489502,58.20711135864258,0.99
27,19.0,-2.117673635482788,29.936729431152344,0.99
28,24.0,-3.789726972579956,50.06589126586914,0.99
29,15.0,0.26818138360977173,21.236461639404297,0.99
30,23.0,-3.310114622116089,48.2197265625,0.99
31,22.0,-2.785959482192993,38.35853576660156,0.99
32,16.0,-0.04920050501823425,21.43386459350586,0.99
33,15.0,0.36825960874557495,22.755273818969727,0.99
34,16.0,-0.7814229130744934,18.5576171875,0.99
35,71.0,-17.067026138305664,435.480224609375,0.99
36,17.0,0.23828430473804474,20.738449096679688,0.99
37,28.0,-4.660018444061279,65.86445617675781,0.99
38,39.0,-7.741508960723877,135.54400634765625,0.99
39,21.0,-0.9944599866867065,27.82118797302246,0.99
40,12.0,2.5203897953033447,16.685922622680664,0.99
41,20.0,-0.9624502062797546,25.015451431274414,0.99
42,87.0,-18.597625732421875,530.96337890625,0.99
43,53.0,-10.390107154846191,223.5616455078125,0.99
44,40.0,-5.510463237762451,97.85133361816406,0.99
45,112.0,-19.491458892822266,638.2091064453125,0.99
46,90.0,-16.14012336730957,419.29583740234375,0.99
47,149.0,-20.53695297241211,724.0433349609375,0.99
48,51.0,-3.29182505607605,130.71621704101562,0.99
49,29.0,3.8127026557922363,81.45824432373047,0.99
50,81.0,-11.321670532226562,264.5110778808594,0.99
