epoch,mean_reward,policy_loss,value_loss,lam
1,18.0,-6.9238691329956055,56.53479766845703,0.95
2,26.0,-8.580403327941895,86.36495971679688,0.95
3,14.0,-5.626711368560791,38.994300842285156,0.95
4,70.0,-12.912397384643555,183.48045349121094,0.95
5,23.0,-7.821307182312012,72.89415740966797,0.95
6,26.0,-8.355134963989258,83.23577117919922,0.95
7,36.0,-9.844070434570312,114.41505432128906,0.95
8,23.0,-7.66563606262207,70.65840148925781,0.95
9,27.0,-8.409324645996094,84.4090805053711,0.95
10,20.0,-6.791927337646484,57.07916259765625,0.95
11,16.0,-5.647120475769043,41.23442840576172,0.95
12,34.0,-9.312423706054688,103.51116943359375,0.95
13,12.0,-4.188575744628906,22.853612899780273,0.95
14,25.0,-7.484884262084961,69.1305160522461,0.95
15,13.0,-3.9926340579986572,25.130464553833008,0.95
16,22.0,-6.464109420776367,59.40278244018555,0.95
17,18.0,-5.14346981048584,39.23124694824219,0.95
18,18.0,-5.554812908172607,42.24843215942383,0.95
19,15.0,-3.827712059020996,30.842098236083984,0.95
20,37.0,-9.063314437866211,100.57042694091797,0.95
21,27.0,-6.806558132171631,66.8844985961914,0.95
22,77.0,-11.887574195861816,166.07652282714844,0.95
23,25.0,-6.149188041687012,55.174373626708984,0.95
24,33.0,-7.123264789581299,76.70835876464844,0.95
25,23.0,-4.588822841644287,43.70132064819336,0.95
26,34.0,-6.892581939697266,78.78717041015625,0.95
27,54.0,-9.437983512878418,121.36981964111328,0.95
28,29.0,-5.029836654663086,61.71328353881836,0.95
29,22.0,-3.0240137577056885,44.81161880493164,0.95
30,41.0,-7.035301208496094,83.51534271240234,0.95
31,26.0,-3.584087610244751,52.64071273803711,0.95
32,21.0,-1.9054689407348633,32.67586898803711,0.95
33,55.0,-8.445335388183594,104.27466583251953,0.95
34,39.0,-5.865821838378906,76.42359161376953,0.95
35,18.0,0.08650919049978256,28.305721282958984,0.95
36,20.0,-0.8288859128952026,35.609657287597656,0.95
37,25.0,-2.5787570476531982,43.2634162902832,0.95
38,23.0,-2.1176092624664307,35.513675689697266,0.95
39,23.0,-1.741225242614746,38.40712356567383,0.95
40,33.0,-4.235002517700195,58.44838333129883,0.95
41,44.0,-6.0641279220581055,81.38133239746094,0.95
42,133.0,-10.712353706359863,151.2131805419922,0.95
43,41.0,-4.205986499786377,67.9779281616211,0.95
44,31.0,-2.084132432937622,52.80891418457031,0.95
45,60.0,-6.745419979095459,96.85034942626953,0.95
46,122.0,-9.519869804382324,132.5712890625,0.95
47,34.0,-1.096753478050232,55.39762496948242,0.95
48,70.0,-6.3709306716918945,104.66896057128906,0.95
49,57.0,-4.573319435119629,83.74044036865234,0.95
50,47.0,-2.9131975173950195,73.27609252929688,0.95
