epoch,mean_reward,policy_loss,value_loss,lam
1,11.0,-5.799939155578613,40.30702590942383,0.99
2,45.0,-17.599262237548828,380.2539367675781,0.99
3,21.0,-9.737650871276855,117.25161743164062,0.99
4,68.0,-23.08698081970215,641.1666259765625,0.99
5,10.0,-4.805174827575684,30.72320556640625,0.99
6,10.0,-4.809330940246582,30.178415298461914,0.99
7,20.0,-8.89589786529541,103.18443298339844,0.99
8,17.0,-7.623846530914307,76.5972900390625,0.99
9,11.0,-4.9681501388549805,33.37333297729492,0.99
10,46.0,-17.235454559326172,374.2137451171875,0.99
11,20.0,-8.343908309936523,96.88478088378906,0.99
12,20.0,-8.36132526397705,95.24333953857422,0.99
13,12.0,-4.580061435699463,33.81011962890625,0.99
14,12.0,-4.471746921539307,31.881074905395508,0.99
15,18.0,-6.987020015716553,72.63970947265625,0.99
16,17.0,-6.402312755584717,62.940948486328125,0.99
17,9.0,-2.306532144546509,16.071556091308594,0.99
18,32.0,-12.070561408996582,198.7713165283203,0.99
19,11.0,-3.2583014965057373,23.381061553955078,0.99
20,17.0,-5.820280075073242,57.525909423828125,0.99
21,31.0,-11.24515438079834,175.3485107421875,0.99
22,16.0,-5.166915416717529,46.955406188964844,0.99
23,40.0,-13.643400192260742,260.260986328125,0.99
24,23.0,-8.02302074432373,90.40082550048828,0.99
25,22.0,-6.688076972961426,75.25208282470703,0.99
26,16.0,-3.550976037979126,37.5384635925293,0.99
27,11.0,-1.2050024271011353,13.677358627319336,0.99
28,22.0,-6.236733913421631,70.7741928100586,0.99
29,12.0,-1.5468367338180542,14.757240295410156,0.99
30,31.0,-9.409090042114258,136.5426788330078,0.99
31,35.0,-10.19690227508545,163.61558532714844,0.99
32,21.0,-4.503093719482422,50.10005569458008,0.99
33,27.0,-6.345640182495117,83.59432983398438,0.99
34,12.0,0.272830992937088,15.472262382507324,0.99
35,28.0,-6.576872825622559,89.2694320678711,0.99
36,26.0,-5.402492046356201,69.5880126953125,0.99
37,18.0,-1.9059598445892334,28.90041732788086,0.99
38,50.0,-12.561029434204102,252.66383361816406,0.99
39,15.0,0.5000452995300293,17.563276290893555,0.99
40,15.0,0.33102235198020935,18.889747619628906,0.99
41,53.0,-12.978700637817383,265.1037902832031,0.99
42,38.0,-7.551488876342773,122.96469116210938,0.99
43,33.0,-5.226489543914795,83.55831909179688,0.99
44,22.0,-0.8004331588745117,31.802980422973633,0.99
45,28.0,-3.141573429107666,52.21251678466797,0.99
46,57.0,-11.39828872680664,235.47659301757812,0.99
47,109.0,-20.437501907348633,623.673095703125,0.99
48,35.0,-2.5124688148498535,71.99751281738281,0.99
49,64.0,-10.272645950317383,255.09091186523438,0.99
50,52.0,-5.942108631134033,157.141357421875,0.99
