epoch,mean_reward,policy_loss,value_loss,lam
1,18.0,-3.7610177993774414,15.043210983276367,0.8
2,26.0,-4.0390143394470215,17.160980224609375,0.8
3,14.0,-3.3883891105651855,12.765885353088379,0.8
4,70.0,-4.445207595825195,20.2613582611084,0.8
5,23.0,-3.882148027420044,16.02187156677246,0.8
6,26.0,-3.941406488418579,16.603246688842773,0.8
7,36.0,-4.092121601104736,17.961545944213867,0.8
8,23.0,-3.797569990158081,15.554059028625488,0.8
9,27.0,-3.8953421115875244,16.384328842163086,0.8
10,20.0,-3.563048839569092,14.187031745910645,0.8
11,16.0,-3.2668871879577637,12.570155143737793,0.8
12,34.0,-3.9187519550323486,16.821264266967773,0.8
13,12.0,-2.7097177505493164,9.107982635498047,0.8
14,25.0,-3.544335126876831,14.323958396911621,0.8
15,13.0,-2.5635595321655273,10.189116477966309,0.8
16,22.0,-3.3273627758026123,15.07077693939209,0.8
17,18.0,-2.872136354446411,11.6693754196167,0.8
18,18.0,-3.0389885902404785,11.855751037597656,0.8
19,15.0,-2.5018796920776367,12.840659141540527,0.8
20,37.0,-3.6477582454681396,15.250219345092773,0.8
21,25.0,-3.0791869163513184,13.84844970703125,0.8
22,63.0,-3.7647864818573,17.12275505065918,0.8
23,19.0,-2.5145986080169678,13.843520164489746,0.8
24,88.0,-3.6892874240875244,16.625,0.8
25,17.0,-2.0766255855560303,14.790881156921387,0.8
26,17.0,-2.0685245990753174,12.011895179748535,0.8
27,18.0,-2.0203325748443604,12.049677848815918,0.8
28,15.0,-1.748284935951233,15.883841514587402,0.8
29,37.0,-3.2574026584625244,16.840045928955078,0.8
30,17.0,-1.83938729763031,13.336645126342773,0.8
31,16.0,-1.6483567953109741,10.859631538391113,0.8
32,25.0,-2.4939839839935303,13.13576889038086,0.8
33,14.0,-1.1742241382598877,9.479548454284668,0.8
34,12.0,-0.937218189239502,8.253024101257324,0.8
35,9.0,-0.4875542223453522,5.55879020690918,0.8
36,17.0,-2.0757954120635986,9.097835540771484,0.8
37,16.0,-1.619219183921814,7.812337875366211,0.8
38,69.0,-3.5270931720733643,14.273433685302734,0.8
39,22.0,-1.6801892518997192,7.851591110229492,0.8
40,15.0,-1.0418146848678589,7.946588516235352,0.8
41,15.0,-1.060611605644226,8.988821029663086,0.8
42,22.0,-1.9176441431045532,10.490986824035645,0.8
43,30.0,-2.357384204864502,18.41289710998535,0.8
44,22.0,-1.4206732511520386,14.703688621520996,0.8
45,25.0,-1.74656343460083,13.019372940063477,0.8
46,10.0,0.3392316699028015,22.604679107666016,0.8
47,24.0,-2.4835941791534424,18.81020164489746,0.8
48,36.0,-2.483790874481201,15.062403678894043,0.8
49,11.0,0.48594796657562256,13.870543479919434,0.8
50,30.0,-2.59783673286438,18.15550994873047,0.8
