epoch,mean_reward,policy_loss,value_loss,lam
1,11.0,-5.089772701263428,30.0568790435791,0.95
2,45.0,-11.291011810302734,143.98974609375,0.95
3,21.0,-7.672356128692627,68.8778305053711,0.95
4,68.0,-12.887632369995117,182.7554931640625,0.95
5,10.0,-4.327425479888916,23.945446014404297,0.95
6,10.0,-4.327530384063721,23.585674285888672,0.95
7,20.0,-7.1214919090271,62.89796829223633,0.95
8,17.0,-6.28289270401001,49.95307159423828,0.95
9,11.0,-4.353663921356201,25.159265518188477,0.95
10,42.0,-10.546649932861328,131.76524353027344,0.95
11,31.0,-8.854822158813477,99.103271484375,0.95
12,16.0,-5.496343612670898,42.7298469543457,0.95
13,11.0,-3.5660817623138428,20.961349487304688,0.95
14,14.0,-4.511410713195801,32.07352066040039,0.95
15,12.0,-3.5973970890045166,23.46453285217285,0.95
16,19.0,-5.842678070068359,50.191375732421875,0.95
17,9.0,-1.9967795610427856,14.494359016418457,0.95
18,21.0,-6.265824317932129,57.8184814453125,0.95
19,10.0,-2.5322699546813965,17.546199798583984,0.95
20,9.0,-1.9426934719085693,12.88707160949707,0.95
21,9.0,-2.0619864463806152,12.12613296508789,0.95
22,13.0,-3.7299907207489014,24.73121452331543,0.95
23,23.0,-6.7495951652526855,61.53031539916992,0.95
24,11.0,-2.4806768894195557,16.912071228027344,0.95
25,12.0,-2.853933572769165,19.957231521606445,0.95
26,32.0,-7.973300457000732,87.5233383178711,0.95
27,10.0,-1.5389705896377563,12.151415824890137,0.95
28,33.0,-7.848433971405029,85.38538360595703,0.95
29,10.0,-1.3735183477401733,10.003868103027344,0.95
30,11.0,-1.853559970855713,12.094745635986328,0.95
31,9.0,-1.148530125617981,7.837902545928955,0.95
32,9.0,-1.4176907539367676,7.095926761627197,0.95
33,29.0,-6.868180274963379,64.92274475097656,0.95
34,14.0,-2.7111992835998535,16.218677520751953,0.95
35,15.0,-2.942204713821411,18.337705612182617,0.95
36,34.0,-7.088073253631592,68.10089111328125,0.95
37,23.0,-4.458648204803467,34.257694244384766,0.95
38,13.0,-1.3672593832015991,9.138788223266602,0.95
39,12.0,-1.0719512701034546,7.522945880889893,0.95
40,15.0,-2.256722927093506,13.536577224731445,0.95
41,10.0,-0.8644010424613953,3.2726051807403564,0.95
42,12.0,-1.4565410614013672,5.376102447509766,0.95
43,9.0,-0.7103126049041748,1.8963980674743652,0.95
44,13.0,-1.6756006479263306,4.977734565734863,0.95
45,16.0,-2.760016918182373,10.886616706848145,0.95
46,16.0,-0.7111504077911377,27.32862663269043,0.95
47,75.0,-10.433365821838379,124.68997192382812,0.95
48,17.0,-1.4483871459960938,12.995000839233398,0.95
49,36.0,-5.6663103103637695,59.12368392944336,0.95
50,21.0,-2.0628018379211426,20.376407623291016,0.95
